State,Census Division,Census Region,Gender,Age Group,Gender&Age,Education,Annual Income,Checking Account,Savings Account,Overdraw,Other Investments,Other Retirement Accounts,Number of Credit Cards,Credit Card Balance Interest,Emergency Funds,Retirement Planning,Health Insurance,Financial Confidence,Financial Knowledge,Emergency Funds_score,Retirement Planning_score,Health Insurance_score,Checking Account_score,Savings Account_score,Other Investments_score,Other Retirement Accounts_score,Overdraw_score,Credit Card Balance Interest_score,Number of Credit Cards_score,Total_Score,FinLit_Level
Oklahoma,West South Central,South,Male,18-24,Male 18-24,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,No,Yes,2 to 3,Yes,No,Yes,Yes,Moderately agree,5,1,3,5,3,3,1,3,3,1,3,26,Average
Nevada,Mountain,West,Male,18-24,Male 18-24,Associate's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,Yes,1,No,Yes,Yes,Yes,Strongly agree,7,5,3,5,3,3,3,3,3,3,2,33,Moderately High
Hawaii,Pacific,West,Male,65+,Male 65+,Associate's degree,"At least $75,000 but less than $100,000",Yes,Yes,Yes,No,Yes,2 to 3,Yes,No,Yes,Yes,Strongly agree,6,1,3,5,3,3,1,3,1,1,3,24,Average
Kansas,West North Central,Midwest,Male,35-44,Male 35-44,"Some college, no degree","At least $75,000 but less than $100,000",Yes,Yes,No,No,,2 to 3,Yes,Yes,Yes,Yes,Slightly agree,5,5,3,5,3,3,1,,3,1,3,27,Moderately High
Arkansas,West South Central,South,Male,25-34,Male 25-34,High school graduate - GED or alternative credential,"At least $25,000 but less than $35,000",Yes,No,Yes,No,,No credit cards,,No,No,Yes,Moderately disagree,2,1,1,5,3,1,1,,1,,1,14,Moderately Low
Arkansas,West South Central,South,Female,18-24,Female 18-24,High school graduate - regular high school diploma,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,,9 to 12,Yes,No,Yes,Yes,Slightly agree,5,1,3,5,3,3,3,,3,1,1,23,Average
Arkansas,West South Central,South,Male,25-34,Male 25-34,High school graduate - regular high school diploma,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,Yes,No credit cards,,No,Yes,Yes,Slightly agree,5,1,3,5,3,3,3,3,3,,1,25,Average
Arkansas,West South Central,South,Male,25-34,Male 25-34,High school graduate - regular high school diploma,"At least $50,000 but less than $75,000",Yes,Yes,No,No,Yes,1,Yes,No,Yes,Yes,Slightly agree,5,1,3,5,3,3,1,3,3,1,2,25,Average
Arkansas,West South Central,South,Male,25-34,Male 25-34,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,No,,No credit cards,,No,No,Yes,Strongly agree,4,1,1,5,3,3,1,,3,,1,18,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,Yes,No,Yes,,No credit cards,,No,,Yes,Strongly agree,7,1,,5,3,3,3,,3,,1,19,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,Associate's degree,"At least $50,000 but less than $75,000",Yes,Yes,No,No,,4 to 8,No,Yes,,Yes,Moderately disagree,5,5,,5,3,3,1,,3,3,3,26,Average
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - regular high school diploma,"At least $15,000 but less than $25,000",Yes,No,No,No,,4 to 8,Yes,Prefer not to say,,Yes,Strongly agree,6,0,,5,3,1,1,,3,1,3,17,Moderately Low
Arkansas,West South Central,South,Female,18-24,Female 18-24,High school graduate - GED or alternative credential,"Less than $15,000",No,No,,,,No credit cards,,Yes,No,Yes,Slightly disagree,6,5,1,5,1,1,,,,,1,14,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,No,Yes,No,,1,Yes,No,,Yes,Moderately agree,Don't know,1,,5,3,1,1,,1,1,2,15,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,Yes,Yes,Prefer not to say,,No credit cards,,No,,Yes,Strongly agree,6,1,,5,3,3,0,,1,,1,14,Moderately Low
Arkansas,West South Central,South,Female,18-24,Female 18-24,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,No,Yes,No,,4 to 8,No,No,No,No,Neither agree nor disagree,3,1,1,1,3,1,1,,1,3,3,15,Moderately Low
Arkansas,West South Central,South,Male,65+,Male 65+,Associate's degree,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,,4 to 8,No,Yes,,Yes,Strongly agree,7,5,,5,3,3,3,,3,3,3,28,Moderately High
Arkansas,West South Central,South,Female,18-24,Female 18-24,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,No,No,No,,2 to 3,Yes,Yes,No,No,Moderately agree,6,5,1,1,3,1,1,,3,1,3,19,Moderately Low
Arkansas,West South Central,South,Male,25-34,Male 25-34,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,Yes,No,No credit cards,,No,No,Yes,Neither agree nor disagree,5,1,1,5,3,3,3,1,3,,1,21,Average
Arkansas,West South Central,South,Male,65+,Male 65+,High school graduate - GED or alternative credential,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,,2 to 3,Yes,Yes,Yes,Yes,Strongly agree,5,5,3,5,3,3,3,,3,1,3,29,Moderately High
Arkansas,West South Central,South,Female,18-24,Female 18-24,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,No,No,No,Yes,No credit cards,,Yes,Yes,Yes,Moderately agree,5,5,3,5,3,1,1,3,3,,1,25,Average
Arkansas,West South Central,South,Female,18-24,Female 18-24,High school graduate - GED or alternative credential,"Less than $15,000",Yes,Yes,No,No,,2 to 3,Prefer not to say,Prefer not to say,No,Yes,Neither agree nor disagree,Don't know,0,1,5,3,3,1,,3,0,3,19,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $35,000 but less than $50,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,Don't know,Yes,Strongly agree,5,5,0,5,3,3,3,1,3,3,3,29,Moderately High
Alaska,Pacific,West,Male,25-34,Male 25-34,Associate's degree,"At least $15,000 but less than $25,000",Yes,Yes,Yes,No,No,2 to 3,No,Yes,No,No,Moderately agree,4,5,1,1,3,3,1,1,1,3,3,22,Average
Hawaii,Pacific,West,Female,18-24,Female 18-24,High school graduate - GED or alternative credential,"Less than $15,000",Yes,Yes,No,No,,No credit cards,,No,No,Yes,Neither agree nor disagree,7,1,1,5,3,3,1,,3,,1,18,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,"Some college, no degree","At least $50,000 but less than $75,000",Yes,No,No,No,Yes,2 to 3,No,Yes,Yes,Yes,Strongly agree,5,5,3,5,3,1,1,3,3,3,3,30,Moderately High
Arkansas,West South Central,South,Male,25-34,Male 25-34,"Some college, no degree","At least $75,000 but less than $100,000",Yes,Yes,Yes,Yes,Yes,4 to 8,Yes,No,Yes,Yes,Moderately agree,5,1,3,5,3,3,3,3,1,1,3,26,Average
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $25,000 but less than $35,000",Yes,Yes,Yes,No,,1,Yes,No,,Yes,Strongerly disagree,4,1,,5,3,3,1,,1,1,2,17,Moderately Low
Utah,Mountain,West,Male,18-24,Male 18-24,"Some college, no degree","Less than $15,000",Yes,Yes,No,No,,2 to 3,Yes,No,No,Yes,Strongly agree,4,1,1,5,3,3,1,,3,1,3,21,Average
Arkansas,West South Central,South,Male,18-24,Male 18-24,High school graduate - regular high school diploma,"At least $150,000 but less than $200,000",Yes,Yes,No,No,,2 to 3,No,Yes,Yes,Yes,Moderately agree,5,5,3,5,3,3,1,,3,3,3,29,Moderately High
Washington,Pacific,West,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"Less than $15,000",Yes,Yes,No,No,,2 to 3,Yes,No,No,Yes,Slightly agree,5,1,1,5,3,3,1,,3,1,3,21,Average
Utah,Mountain,West,Female,65+,Female 65+,"Some college, no degree","At least $35,000 but less than $50,000",Yes,Yes,No,Don't know,,4 to 8,Prefer not to say,No,,Yes,Neither agree nor disagree,6,1,,5,3,3,0,,3,0,3,18,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - regular high school diploma,"At least $15,000 but less than $25,000",Yes,Yes,No,Yes,,2 to 3,Don't know,Don't know,,Yes,Slightly agree,5,0,,5,3,3,3,,3,0,3,20,Average
Arkansas,West South Central,South,Male,65+,Male 65+,High school graduate - regular high school diploma,"At least $25,000 but less than $35,000",Yes,Yes,No,No,,1,No,Yes,,Yes,Slightly agree,4,5,,5,3,3,1,,3,3,2,25,Average
Nevada,Mountain,West,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"At least $25,000 but less than $35,000",Yes,Yes,No,Yes,,1,No,Yes,Yes,Yes,Strongly agree,6,5,3,5,3,3,3,,3,3,2,30,Moderately High
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $25,000 but less than $35,000",Prefer not to say,Prefer not to say,,No,,Prefer not to say,,Prefer not to say,Prefer not to say,Yes,Strongly agree,5,0,0,5,0,0,1,,,,0,6,Low
Arkansas,West South Central,South,Male,65+,Male 65+,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,No,Yes,No,,4 to 8,Yes,No,,Yes,Slightly agree,6,1,,5,3,1,1,,1,1,3,16,Moderately Low
New Mexico,Mountain,West,Female,25-34,Female 25-34,High school graduate - regular high school diploma,"Less than $15,000",Yes,No,No,No,,2 to 3,Yes,No,No,Yes,Strongly agree,4,1,1,5,3,1,1,,3,1,3,19,Moderately Low
Arkansas,West South Central,South,Male,25-34,Male 25-34,High school graduate - GED or alternative credential,"Less than $15,000",Yes,No,No,No,,No credit cards,,No,No,No,Moderately agree,5,1,1,1,3,1,1,,3,,1,12,Low
Utah,Mountain,West,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"Less than $15,000",Yes,Yes,Yes,No,,No credit cards,,No,No,Yes,Slightly agree,4,1,1,5,3,3,1,,1,,1,16,Moderately Low
Alaska,Pacific,West,Male,35-44,Male 35-44,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",No,No,,,,No credit cards,,Don't know,No,Yes,Strongerly disagree,3,0,1,5,1,1,,,,,1,9,Low
Maine,New England,Northeast,Female,18-24,Female 18-24,Associate's degree,"At least $25,000 but less than $35,000",Yes,Yes,Yes,No,No,4 to 8,No,No,No,Yes,Strongly agree,6,1,1,5,3,3,1,1,1,3,3,22,Average
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,No,No,No,,No credit cards,,No,,Yes,Strongly agree,6,1,,5,3,1,1,,3,,1,15,Moderately Low
Utah,Mountain,West,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,Yes,No,No,,1,Yes,No,,Yes,Strongly agree,5,1,,5,3,3,1,,3,1,2,19,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $75,000 but less than $100,000",Yes,Yes,No,No,Yes,2 to 3,Yes,Yes,No,Yes,Moderately agree,6,5,1,5,3,3,1,3,3,1,3,28,Moderately High
Arkansas,West South Central,South,Female,65+,Female 65+,High school graduate - regular high school diploma,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,,2 to 3,Yes,Yes,,Yes,Strongly agree,5,5,,5,3,3,3,,3,1,3,26,Average
Arkansas,West South Central,South,Female,65+,Female 65+,Did not complete high school,"At least $15,000 but less than $25,000",Yes,No,No,No,,1,No,No,,Yes,Strongly agree,3,1,,5,3,1,1,,3,3,2,19,Moderately Low
Arkansas,West South Central,South,Female,65+,Female 65+,"Some college, no degree","Less than $15,000",Prefer not to say,Prefer not to say,,No,,Prefer not to say,,No,,Yes,Strongerly disagree,Don't know,1,,5,0,0,1,,,,0,7,Low
New Hampshire,New England,Northeast,Female,65+,Female 65+,Associate's degree,"At least $75,000 but less than $100,000",Yes,Yes,No,Yes,,2 to 3,No,Yes,,Yes,Slightly agree,5,5,,5,3,3,3,,3,3,3,28,Moderately High
Arkansas,West South Central,South,Male,18-24,Male 18-24,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,No,,No credit cards,,No,No,Yes,Slightly disagree,5,1,1,5,3,3,1,,3,,1,18,Moderately Low
Arkansas,West South Central,South,Male,25-34,Male 25-34,"Some college, no degree","At least $25,000 but less than $35,000",Yes,Yes,No,No,Yes,1,Yes,No,Don't know,Yes,Slightly agree,4,1,0,5,3,3,1,3,3,1,2,22,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,Associate's degree,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,,2 to 3,No,Yes,,Yes,Strongly agree,5,5,,5,3,3,3,,3,3,3,28,Moderately High
Oklahoma,West South Central,South,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"Less than $15,000",Yes,Yes,No,No,,1,Yes,No,No,No,Neither agree nor disagree,3,1,1,1,3,3,1,,3,1,2,16,Moderately Low
Kansas,West North Central,Midwest,Female,18-24,Female 18-24,High school graduate - GED or alternative credential,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,Yes,2 to 3,Yes,No,No,Yes,Strongly agree,6,1,1,5,3,3,3,3,3,1,3,26,Average
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"At least $100,000 but less than $150,000",Yes,Yes,Yes,Yes,,1,No,Yes,Prefer not to say,Yes,Slightly agree,5,5,0,5,3,3,3,,1,3,2,25,Average
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,"Some college, no degree","At least $25,000 but less than $35,000",Yes,No,No,Yes,No,2 to 3,Yes,No,No,Yes,Slightly agree,5,1,1,5,3,1,3,1,3,1,3,22,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $100,000 but less than $150,000",Yes,Yes,No,No,,1,No,Yes,,Yes,Slightly agree,5,5,,5,3,3,1,,3,3,2,25,Average
Kansas,West North Central,Midwest,Female,18-24,Female 18-24,Associate's degree,"Less than $15,000",Yes,No,Yes,No,,4 to 8,Yes,No,No,No,Strongly agree,4,1,1,1,3,1,1,,1,1,3,13,Moderately Low
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",No,Yes,,Yes,Yes,4 to 8,No,No,Yes,Yes,Slightly disagree,6,1,3,5,1,3,3,3,,3,3,25,Average
Kansas,West North Central,Midwest,Male,25-34,Male 25-34,Associate's degree,"At least $15,000 but less than $25,000",Yes,No,No,No,,4 to 8,No,No,No,Yes,Moderately agree,5,1,1,5,3,1,1,,3,3,3,21,Average
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,"Some college, no degree","At least $35,000 but less than $50,000",Yes,Yes,No,No,Yes,No credit cards,,No,No,Yes,Moderately agree,6,1,1,5,3,3,1,3,3,,1,21,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,Associate's degree,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,,2 to 3,Yes,Yes,,Yes,Moderately agree,7,5,,5,3,3,3,,3,1,3,26,Average
Kansas,West North Central,Midwest,Male,25-34,Male 25-34,High school graduate - GED or alternative credential,"Less than $15,000",No,No,,,,No credit cards,,No,No,No,Strongly agree,Don't know,1,1,1,1,1,,,,,1,6,Low
Kansas,West North Central,Midwest,Female,18-24,Female 18-24,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,Yes,,1,Yes,No,Yes,Yes,Strongly agree,6,1,3,5,3,3,3,,3,1,2,24,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,Yes,No,Yes,,2 to 3,Yes,Yes,,Yes,Slightly agree,6,5,,5,3,3,3,,3,1,3,26,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,Did not complete high school,"At least $15,000 but less than $25,000",Yes,Yes,No,Yes,,1,No,Yes,,Yes,Strongly agree,4,5,,5,3,3,3,,3,3,2,27,Moderately High
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,Yes,No,No,,1,Yes,Yes,Yes,Don't know,Moderately agree,6,5,3,0,3,3,1,,3,1,2,21,Average
Kansas,West North Central,Midwest,Male,25-34,Male 25-34,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,Yes,Yes,4 to 8,Yes,No,Yes,Yes,Strongly agree,6,1,3,5,3,3,3,3,3,1,3,28,Moderately High
Kansas,West North Central,Midwest,Female,65+,Female 65+,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,Yes,,1,No,No,,Yes,Neither agree nor disagree,6,1,,5,3,3,3,,3,3,2,23,Average
New Mexico,Mountain,West,Female,45-54,Female 45-54,High school graduate - GED or alternative credential,"Less than $15,000",Yes,Yes,No,No,No,2 to 3,Yes,Yes,No,Yes,Strongly agree,6,5,1,5,3,3,1,1,3,1,3,26,Average
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,"Some college, no degree","At least $35,000 but less than $50,000",Yes,Yes,No,No,,2 to 3,No,Yes,No,Yes,Moderately agree,6,5,1,5,3,3,1,,3,3,3,27,Moderately High
Kansas,West North Central,Midwest,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $25,000 but less than $35,000",Yes,No,No,No,,1,Yes,No,No,Yes,Strongly agree,4,1,1,5,3,1,1,,3,1,2,18,Moderately Low
Louisiana,West South Central,South,Female,25-34,Female 25-34,Associate's degree,"Less than $15,000",Yes,Yes,No,No,,4 to 8,Yes,No,No,Yes,Strongly agree,5,1,1,5,3,3,1,,3,1,3,21,Average
Utah,Mountain,West,Female,65+,Female 65+,"Some college, no degree","At least $25,000 but less than $35,000",Yes,Yes,No,No,,2 to 3,Yes,No,,Yes,Strongly agree,7,1,,5,3,3,1,,3,1,3,20,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,Yes,No,Yes,,4 to 8,Yes,No,,Yes,Strongly agree,6,1,,5,3,3,3,,3,1,3,22,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,Yes,,4 to 8,Yes,Yes,,Yes,Strongly agree,5,5,,5,3,3,3,,3,1,3,26,Average
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,Yes,No,No,,No credit cards,,No,No,No,Strongly agree,5,1,1,1,3,3,1,,3,,1,14,Moderately Low
Kansas,West North Central,Midwest,Male,25-34,Male 25-34,"Some college, no degree","At least $75,000 but less than $100,000",Yes,Yes,No,Yes,Yes,4 to 8,No,Yes,No,Yes,Strongly agree,6,5,1,5,3,3,3,3,3,3,3,32,Moderately High
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,High school graduate - regular high school diploma,"Less than $15,000",No,Yes,,No,,No credit cards,,No,No,Yes,Slightly agree,Don't know,1,1,5,1,3,1,,,,1,13,Moderately Low
Kansas,West North Central,Midwest,Female,65+,Female 65+,High school graduate - regular high school diploma,"At least $25,000 but less than $35,000",Yes,Yes,No,Yes,,Prefer not to say,,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,,3,,0,22,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,High school graduate - regular high school diploma,"At least $25,000 but less than $35,000",Yes,Yes,No,No,,2 to 3,No,Yes,,Yes,Moderately agree,6,5,,5,3,3,1,,3,3,3,26,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,Did not complete high school,"At least $35,000 but less than $50,000",Yes,Yes,No,No,,2 to 3,Yes,No,,Yes,Strongly agree,5,1,,5,3,3,1,,3,1,3,20,Average
Kansas,West North Central,Midwest,Female,65+,Female 65+,High school graduate - GED or alternative credential,"At least $50,000 but less than $75,000",Yes,Yes,No,No,No,4 to 8,No,Yes,Yes,Yes,Strongly agree,7,5,3,5,3,3,1,1,3,3,3,30,Moderately High
Kansas,West North Central,Midwest,Male,25-34,Male 25-34,Associate's degree,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,Yes,2 to 3,No,No,No,Yes,Strongly agree,5,1,1,5,3,3,3,3,3,3,3,28,Moderately High
Washington,Pacific,West,Male,18-24,Male 18-24,Did not complete high school,"Less than $15,000",No,No,,,,No credit cards,,No,No,Yes,Neither agree nor disagree,5,1,1,5,1,1,,,,,1,10,Low
Kansas,West North Central,Midwest,Male,25-34,Male 25-34,High school graduate - GED or alternative credential,"At least $35,000 but less than $50,000",No,No,,,,No credit cards,,No,No,No,Neither agree nor disagree,4,1,1,1,1,1,,,,,1,6,Low
Kansas,West North Central,Midwest,Male,25-34,Male 25-34,High school graduate - GED or alternative credential,"At least $15,000 but less than $25,000",Yes,No,Yes,No,,4 to 8,Yes,No,Yes,No,Neither agree nor disagree,6,1,3,1,3,1,1,,1,1,3,15,Moderately Low
Kansas,West North Central,Midwest,Male,18-24,Male 18-24,High school graduate - GED or alternative credential,"Less than $15,000",Yes,Yes,No,No,,No credit cards,,No,No,Yes,Moderately agree,5,1,1,5,3,3,1,,3,,1,18,Moderately Low
Kansas,West North Central,Midwest,Male,25-34,Male 25-34,Associate's degree,"Less than $15,000",Yes,Yes,Yes,No,,4 to 8,No,No,Yes,No,Moderately disagree,5,1,3,1,3,3,1,,1,3,3,19,Moderately Low
